url,rightmove_id,price_text,price_value,price_currency,property_type,property_title,bedrooms,bathrooms,sizes,tenure,estate_agent,key_features,description,council_tax,parking,garden,accessibility
https://www.rightmove.co.uk/properties/157919738,157919738,"£2,950,000",2950000,GBP,Terraced,"Dagmar Terrace, London, N1",3.0,3.0,"1,851 sq ft 172 sq m",Freehold,"Sommerville Flury, London 21
Ellis Street
London
SW1X 9AL More properties from this agent",[],"An impressive, late Georgian terraced three-bedroom family house which has been recently renovated to provide turnkey accommodation with wonderful living areas.  This property has been meticulously modernised to provide a comprehensive, state-of-the-art and leading interior design throughout. On entering the house on the ground floor, there is a stunning reception room with wood flooring, internal Crittall partitioning and sash windows with plantation shutters. Downstairs is a fabulous open-plan Roundhouse kitchen with central island which offers an abundance of storage; as well as a further reception/family area to the rear with underfloor heating throughout. Additionally, there is a guest WC/laundry room, Crittall doors open out onto the private patio garden with privacy fencing, bringing together the indoor and outdoor spaces which is perfect for alfresco dining as well as allowing for natural light to flood into the kitchen area. The first floor is comprised of a well-proportioned principal bedroom and ensuite bathroom. There are a further two good sized bedrooms, both en-suite, and a study. There is a 7 zone Sonus sound system and Rako mood lighting throughout the house.  Additionally, a video door entry system. EPC Rating: D

Read full description",G,Ask agent,Yes,Ask agent
https://www.rightmove.co.uk/properties/157934978,157934978,"£2,950,000",2950000,GBP,Semi-Detached,London N1,2.0,2.0,"1,920 sq ft 178 sq m",Freehold,"Inigo, London St Alphege Hall Kings Bench Street,
London,
SE1 0QX More properties from this agent",[],"This elegant early Victorian townhouse lies in a quiet and coveted spot within Islington’s Barnsbury Conservation Area. Beautifully designed and recently renovated to an exceptionally high standard by Emmett Russell Architects, the house is set over almost 2,000 sq ft across four light-filled storeys and has a thoughtfully conceived private walled garden. The restoration encompasses an exhaustive renewal of all structural and design elements, including wonderful bespoke cabinetry, exquisite decorative finishes and newer architectural elements including a handsome custom-built kitchen and chic bathrooms, all carefully chosen to complement the home’s architectural provenance. Setting the Scene Lambert Street is positioned in the northernmost part of Barnsbury’s eponymous conservation area, equidistant from both Upper Street and Caledonian Road, and surrounded by countless public green spaces in the adjoining streets, including Barnard Park, and Thornhill and Barnsbury squares. Lambert street is a quiet, one-way street with limited car traffic and even fewer pedestrians. The land was originally nurseries prior to development, which began in the earlier half of the 19th century. The surrounding streets are all formed of fine late Georgian and early Victorian houses, with the homes on Lambert Street built between 1839-41, just after Queen Victoria ascended the throne. Houses such as these were built for the emerging middle classes during a period of unprecedented residential construction in what was then considered suburban London. The Grand Tour Set on the tree-lined easterly side of the street, the west-facing house is one of a pair of semi-detached villas behind spearhead railings with a gate inset. Built from London stock brick, the house is three bays wide, incorporating a double-height porch to one side. Fenestration is comprised of newly installed double-glazed two-over-two box sash windows set in original housings. There is a Yorkstone path with space to the side for bicycle parking and steps lead up to the raised ground entrance porch, with the panelled door framed by fluted pilaster jambs. The four-panel door has a transom light set above, and door furniture is comprised of Banham security locks and a doctor’s knocker, both in a polished brass finish; further security systems in place include cameras to the front and rear of the house, and an integrated alarm system. Entry is to the light and wide-set entrance hall, where fumed oak floorboards extend underfoot and walls feature wainscotting. As part of the extensive renovations recently undertaken, all services were renewed, with cast-iron radiators installed in the upper storeys and a total rewire (including Cat 6 cabling) and replumb – with a water softening system integrated – conducted. The home’s decorative elements, including bespoke joinery and new plasterwork cornicing in historical designs, are all offset with a series of beautiful colours from  Little Greene Paint Company . To the left of the hall is the bipartite drawing room, with a wide architrave connecting both front and rear spaces; large windows at both aspects flood the space with light. The front area has a striking marble chimney piece, inset with a gas fire and surrounded by bookcases fitted in the alcoves. The rear space is currently used as a study-cum-library, with views through the shuttered roundhead window to the raised rear garden and mature magnolia tree. A contemporary staircase leads from the rear of the hallway to the lower-ground floor, and the focus of much of the recent structural reimagining of the home. Comprised of the dining room, kitchen, informal sitting room, utility room and a shower room, the floor was lowered to create a very generous ceiling height throughout, with underfloor heating installed in all spaces. The dining area has a particularly excellent ceiling height and was entirely rebuilt as part of the works with a handsome seamed copper roof inset with an expansive roof light. Floor-to-ceiling glass doors slide open to the garden terrace outside and raised garden above. The kitchen is positioned in the centre of the lower-ground plan, with pocket doors that can be utilised to enclose it from seating areas, if required. Bespoke cabinetry in a panelled design is complemented by brass ironmongery by Armac Martin and pale Silestone rests above, with a double bullnose edge. The central island unit houses a Villeroy and Boch double butler sink with a Perrin and Rowe brass mixer tap with instant boiling water and Insinkerator, while fitted and integrated appliances include double Bosch ovens and a Neff induction hob, an integrated Miele dishwasher and a freestanding Samsung double stainless steel fridge/freezer is inset within the cabinetry. A built-in illuminated and mirrored cocktail cabinet also features in the kitchen, while  Lewis and Wood’s ‘Windrush’  wallpaper lines the rear wall and lends character to the space. The cosy sitting room is set to the front of the plan, leading to the utility and shower rooms. The utility room has been thoughtfully designed with the same cabinetry as the kitchen, with Diespeker terrazzo tiles and space for both a washer and a dryer. The shower room opposite also doubles as a guest WC, with the floor and wall lined with marble designs by  Mandarin Stone . The remaining exposed walls are micro-cement in a bespoke colour, a material chosen for its durability and waterproof nature. Brassware is chrome-plated in a traditional design by Perrin and Rowe. The principal bedroom suite lies on the first storey. Currently encompassing the entire level with a bedroom, adjoining dressing room and separate bathroom, the floor could be reconfigured as two separate bedrooms if desired. Sleeping quarters are set to the front of the plan, opening through wedding doors to the dressing room, with a wall of bespoke wardrobing with rattan panels. The wooden bed frame and headboard were custom-built to match the wardrobing and are to remain, if required. The bathroom is set in what is a recent addition directly above the hallway, thoughtfully designed with exquisite materials and elements including further patterned marbles from Mandarin Stone and Fired Earth, a spacious shower enclosure and separate Japanese-style soaking bath. Brassware is in an art deco design by Perrin and Rowe and a large antique sideboard acts as a vanity for two under-mounted sinks with Carrara marble atop. A skylight inset into the ceiling allows further natural light into the space, in addition to the window beside the bath, and underfloor heating warms the floor tiles. On the uppermost storey is a further bedroom, reached by a contemporary staircase with oak open treads. A sleeping platform has been thoughtfully constructed, with further butt-and-bead panelled storage set in the eaves. Two conservation grade roof lights are set into the pitch, allowing for framed views of the nighttime sky. Although currently configured as a two-bedroom home, further plans have been designed by Emmett Russell Architects to reconfigure the existing plan to create additional sleeping quarters as either a three or four-bedroom home, subject to local planning consent. The Great Outdoors The private walled garden opens immediately from the dining area at lower ground level, through the floor-to-ceiling sliding glass doors, allowing for a seamless continuation of the interior living space, and was conceived and programmed by award-winning garden designer Adolfo Harrison. Entirely redesigned and rebuilt as part of the recent main works to the house, the walls have been newly built from reclaimed London stock brick in a double pile formation, making them exceptionally stable and allowing for a private and un-overlooked exterior space. Reclaimed Yorkstone has been used as a primary material for the terrace at lower ground level, and for the steps that ascend to the upper seating terrace, with the lower terrace also housing a barbecue area fitted with a gas supply. Flower beds are set in the series of ascending terraces, and jasmine winds its way around the balustrade and boundary walls. A wonderfully mature magnolia tree features in the uppermost north corner of the garden and is a principal feature of the planting design. It blooms from June through to September. There are also Japanese maples, climbing hydrangeas, fuchsias, rosemary, irises and further hydrangeas. A fitted bench runs along the rear east wall set on reclaimed stone corbels, allowing for fitted seating for a dining table, if required. A Victorian cast iron garden lamp acts as a feature element within the garden lighting programme. Out and About Lambert Street is a peaceful tree-lined street in the largest conservation area in Islington, defined by its late-Georgian and early Victorian terraces. There are several weekend food markets within walking distance for fresh independent produce and excellent health food shops on Caledonian Road. The house is also close to  SUNDAY , a neighbourhood favourite for brunch and coffee and Southpaw Coffee. Two of the best pubs in the area for food and wine, The Drapers Arms and The Albion, are within walking distance from the house, as is  The Tamil Prince , described by restaurant critic Grace Dent as “a sharp, bold reworking of the desi pub concept into the here and now”. Upper Street is a five-minute walk away and offers a wealth of retail, culinary, cultural and design amenities, including Ottolenghi, Gail’s, Le Labo, Aria and twentytwentyone, as well as a host of national and independent retailers and restaurants, including The Wolseley group’s  Bellanger  on Islington Green, The Compton Arms and the Pig and Butcher. King’s Cross and Coal Drops Yard are a short walk along the canal; the recently redeveloped space is home to a magnificent public square with choreographed fountains and restaurants, including Caravan, Vinoteca, Dishoom, Granger and Co, plus shops A.P.C, COS, Margaret Howell and Wolf and Badger. Green space is provided by nearby Thornhill Square, Barnsbury Square, Barnard Park. Highbury Fields is also in proximity with its tennis courts, playground and swimming pool. There are excellent schools and nurseries within the area, including St Andrew’s Montessori Nursery, William Tyndale Primary School and, slightly further afield, the independent Dallington School in Clerkenwell, St Paul’s Cathedral School in The City and North Bridge House School in Canonbury. City of London School and the City of London School for Girls are also within easy reach. The closest transport links are from Caledonian Road and Barnsbury Overground, which runs direct lines to Hackney in one direction and Richmond in the other. The Underground and rail network are also within easy walking distance at Highbury and Islington station (Victoria line) and Angel (Northern line). King’s Cross/St Pancras International station is reachable on foot in just 20 minutes, or one stop away on the Victoria line for the Eurostar. Council Tax Band: G

Read full description",G,Yes,Yes,Ask agent
https://www.rightmove.co.uk/properties/165397355,165397355,"£2,950,000",2950000,GBP,Terraced,"Northchurch Road, 
Islington, N1",4.0,3.0,Ask agent,Freehold,"Chestertons, Islington 327 - 329 Upper Street,
Islington,
London,
N1 2XQ More properties from this agent","['Victorian freehold house', 'Four bedrooms', 'Three bathrooms', ""Near 40' manicured garden"", 'Beautifully refurbished', 'Open-plan living']","Upon entering the raised ground floor, you are welcomed by a spacious double reception room showcasing elegant herringbone flooring, intricate cornicing, fireplaces, and tall sash windows with original shutters, all enhanced by soaring ceilings in excess of 10 feet. Also on this level is a versatile bedroom complete with an en-suite toilet, ideal for guests or as a study. The first floor is dedicated to the principal bedroom, which benefits from a large dressing room that can easily double as a study or nursery. A conveniently located family bathroom on the half landing serves the main bedroom. The second floor features two further generous double bedrooms, both equipped with built-in storage, while the third floor houses a family shower room serving bedrooms two and three. The lower ground floor is the heart of the home—a grand open-plan kitchen, dining, and lounge area that seamlessly opens onto a beautifully manicured garden stretching nearly 40 feet, perfect for entertaining and family life. Additional practical features include a discreet shower room tucked behind the stairs, a boiler room, and vaulted storage space. Lovingly refurbished over the years, this home strikes the perfect balance between period charm and modern convenience, making it an exceptional family residence. Northchurch Road enjoys a prime location in Islington, renowned for its vibrant community feel and excellent amenities. Located within close proximity from the bustling Upper Street, home to an array of boutique shops, artisan cafés, acclaimed restaurants, and local pubs. Nearby, residents can enjoy green spaces such as Highbury Fields and walks along the Regents Canal, offering peaceful retreats from city life. Transport links are superb with Angel Underground Station (Northern Line) providing swift access to the City, West End, and beyond along with Essex Road Rail Station. Multiple bus routes along Upper Street and Essex Road offer further connectivity across London, while the area is well served by cycle lanes for convenient and sustainable commuting. Selling your property in Northchurch Road? Trying to find your perfect home to buy? Register with  Chestertons Islington  to get the full picture from the experts in the Canonbury market.  Our China Desk is here for you, if Chinese is your preferred language, please get in touch via WeChat ( S-ChestertonsAPAC ) Brochures Super-size images and Full Online Details ---  Brochure and Particulars

Show less",G,Ask agent,Private garden,Ask agent
https://www.rightmove.co.uk/properties/161262452,161262452,"£2,950,000",2950000,GBP,Terraced,"Dagmar Terrace, 
Angel, N1",3.0,3.0,Ask agent,Freehold,"Chestertons, Islington 327 - 329 Upper Street,
Islington,
London,
N1 2XQ More properties from this agent","['Architect Designed by award winning “Studio M R”', 'Roundhouse Kitchen', 'Crittal Screens', 'Sonos sound system with 7 different zones', 'Bowers & Wilkins in ceiling speakers', 'Rako mood lighting', 'Antonio Lupi principal bathroom hardware', 'Fiandre Tiling', 'DoorKnox Camera door entry system', 'Camera and alarm system']","A design led late Georgian Freehold, meticulously remodelled and redesigned by the current owners with the guidance of award winning “Studio M R” architects, with an efficient layout arranged over five stories, set in the heart of Islington, only moments from Upper Street. Accommodation is light filled throughout and comprises; an entrance on the raised level, which has been thoughtfully designed with Crittal screening that separates the space yet allows plenty of light. The dual reception space occupies the raised ground floor, with the kitchen/dining space housed on the lower level. The Roundhouse kitchen is at the front of this level and features Miele & Siemens appliances, with stone worktops and island. The dining space is set behind, offering superb entertaining space. There is an informal snug/reception area at the rear of the space which leads via Crittal doors to the landscaped, rear courtyard garden. There is also a utility space and W.C on this level. The principal suite is on the first floor, with large en-suite bathroom, with stand alone bath, separate shower and “Antonio Lupi” hardware. There is also a study on this level. An additional large double bedroom is situated above with a large en-suite and bespoke carpentry. A further, third double bedroom is on the top floor also with an en-suite. The property affords superb access to the transport connections at Highbury & Islington station (London Overground & Victoria Line). Additional transport can be found at Essex Road station, with trains to the City and of course Angel Underground (Northern Line) providing easy access to the City and West End, with the transport hub that is Kings Cross/ St Pancras International just 1 stop away. The localised delights of Gails & Ottolenghi can be found just around the corner on Upper Street. Access into central Islington and Islington Green, with the plethora of bars, restaurants, cafes and shops a short walk away, with Waitrose & Marks & Spencer found close to Angel station. Of course, the gastro pubs of The Albion & The Drapers Arms in Barnsbury offer fabulous dining options with the also benefitting from a charming garden. Selling your property in Dagmar Terrace? Trying to find your perfect home to buy? Register with  Chestertons Islington  to get the full picture from the experts in the Canonbury market.  Our China Desk is here for you, if Chinese is your preferred language, please get in touch via WeChat ( S-ChestertonsAPAC ) Brochures Super-size images and Full Online Details ---  Brochure and Particulars

Show less",G,Ask agent,Private garden,Ask agent
https://www.rightmove.co.uk/properties/160557638,160557638,"£2,950,000",2950000,GBP,Terraced,"Dagmar Terrace, London, N1",3.0,3.0,"1,838 sq ft 171 sq m",Freehold,"Hamptons, Islington 97-99
Upper Street
London
N1 0NP More properties from this agent","['Architect design home', 'Fabulous location', 'Set over 5 floors', 'Three bedrooms with en suites']","A beautifully reimagined late Georgian Freehold, this exceptional home has been thoughtfully redesigned across five floors with architectural input from the award-winning Studio M R. Tucked away in the heart of Islington, just a short stroll from vibrant Upper Street, the property combines timeless character with contemporary elegance and a highly efficient layout.
 Light flows seamlessly throughout, beginning with the raised ground floor entrance, framed with elegant Crittall-style glazing that subtly separates spaces while enhancing natural light. This level hosts a dual reception area—ideal for both formal and relaxed gatherings.
 Downstairs, the kitchen and dining space offer a striking blend of form and function. A bespoke Roundhouse kitchen sits to the front, fitted with high-end Miele and Siemens appliances, complemented by sleek stone worktops and a central island. Towards the rear, the dining area transitions into a casual snug, opening via Crittall doors to a thoughtfully landscaped courtyard garden. A guest cloakroom and a utility room are also tucked away on this level.
 The first floor is dedicated to a luxurious principal suite, complete with a generous en-suite bathroom featuring a standalone tub, walk-in shower, and premium fittings by Antonio Lupi. A separate study is also located on this floor, ideal for home working. The upper levels host two additional spacious double bedrooms, each with their own stylish en-suite bathrooms and bespoke built-in storage. Situation Superbly located for connectivity, the home is within easy reach of Highbury & Islington station (Victoria Line and Overground), Essex Road (National Rail), and Angel (Northern Line). Kings Cross/St Pancras is just one stop away, unlocking access to national and international travel.
 
 Upper Street is on your doorstep with local favourites like Gail’s and Ottolenghi moments away, and a range of boutiques, cafes, and high street staples including Waitrose and M&S close to Angel.    Property Ref Number:    HAM-57201

Show less",G,Ask agent,Patio,Ask agent
https://www.rightmove.co.uk/properties/163583021,163583021,"£2,950,000",2950000,GBP,End of Terrace,"Lambert Street, London, N1",3.0,2.0,"2,067 sq ft 192 sq m",Freehold,"NEILSON & BAUER LTD, Islington 108-109 Upper Street,
London,
N1 1QN More properties from this agent","['A fabulous property having undergone an intensive quality refurbishment thoughout', 'The property offers over 2067sq ft of living space', 'Quiet position in the heart of Barnsbury', 'Currently arranged as two large bedrooms with fabulous living space.', ""circa 1840's"", 'EPC - band = E', 'Council tax band - G']","This lateral house is wider than your traditional Georgian period home. The orientation is favourable with an East to West aspect. This coupled with the double sash windows, break in the residential streets either side, and end of terrace position mean the natural light is excellent. Currently laid out over three and a half floors in its current condition the property offers a fabulous double reception on the raised ground floor with great ceiling height along with an office to the rear that overlooks the beautiful garden.  The lower ground floor houses the magnificent kitchen and dining area with large skylight which leads directly to the garden. There is also a further bedroom / reception room to the front, bathroom, utility area and vault storage on this floor. The upper floors boasts the master bedroom with walk in wardrobe, family bathroom and loft room. The staples of the house are exceptional and period features to include high ceilings, fire place, cornicing, sash windows and shutters, are all still in place. This property offers any buyer the chance to create their ideal family home. Lambert Street is located in the heart of the Barnsbury Conservation area and widely considered to be one of Islington’s most desirable streets. Located just off of Ripplevale Grove you are moments from “Sunday”, an ideal brunch spot, and The Albion pub with its fantastic outdoor garden. Upper Street is within 0.2 miles and Angel and Highbury and Islington Stations are both within 0.4 miles of the property. Brochures Particulars

Read full description",G,Ask agent,Yes,Ask agent
https://www.rightmove.co.uk/properties/165815189,165815189,"£2,850,000",2850000,GBP,Mews,"Haven Mews, Barnsbury, London, N1",4.0,3.0,"2,024 sq ft 188 sq m",Freehold,"NEILSON & BAUER LTD, Islington 108-109 Upper Street,
London,
N1 1QN More properties from this agent","['Gated mews development', 'Barnsbury Conservation Area', 'Wonderful lateral space', 'Walled garden as well as a terrace', 'Off street parking', 'Beautifully presented throughout', 'Council tax band H', 'Remarkably private and peaceful', 'Gaggenau appliances', 'Grand entrance with double height ceilings']","Architecturally designed to allow great flow and wonderful light is this unassuming mews house in the heart of Barnsbury. Enjoying a central location yet a remarkably peaceful setting, the property is tucked away behind wooden gates and one of three mews houses in this boutique development. Upon entry you are greeted with a substantial glass door which leads into an inviting entrance hall with great theatrical presence with double height ceilings, a floating staircase, walnut flooring and wonderful light cascading into the hallway from all angles. To the right is the vast dual aspect semi open plan kitchen / living / dining room which also offers wonderful light from the huge floor to ceiling glazing to the front with a partial double height ceiling and glass bifold doors to the rear that lead to a private walled garden. This great entertaining space offers good ceiling height, walnut flooring, vast feature fireplace, great natural light yet retains good privacy. The sleek fully integrated kitchen is finished with units and complemented with quartz worktops.  Leading down to the lower ground floor via the floating open staircase the splendour continues with good ceiling height and two generous double bedrooms with the principal bedroom set to the rear which benefits from having a stylish en-suite shower room that is finished with marble tiles throughout. The principal bedroom also benefits from having extensive built in wardrobes that run the length of the room, recess lighting and also leads to a private courtyard. The lower ground floor also houses a beautiful bathroom that was recently refurbished.  The top floor of this fabulous home consists of another generous double bedroom with an en-suite bathroom, built in storage, air conditioning, walnut flooring and access to a private terrace.  The property is very well located, just a short walk from Upper Street, Cross Street, Islington Square and Camden Passage as well as Granary Square and Coal Drops Yard, which host an array of boutique shops, delicatessens, bars, restaurants and immediate access to the Almeida Theatre.  In addition, on your doorstep there is a vast selection of wonderful local gastro pubs such as The Regent, The Pig and Butcher, The Crown, The Albion and The Drapers Arms.      Angel tube station is a short walk away which provides access to the Northern Line as is Highbury & Islington Station which provides access to London Overground and the Victoria Line. King’s Cross / St Pancras Stations is also on hand which provide access to the Circle Line, Hammersmith & City and Metropolitan Lines, Piccadilly Line and Victoria Line with St Pancras International and National. Caledonian Road & Barnsbury Station is also a short walk away providing access to London Overground.  Brochures Particulars

Show less",Band: TBC,Yes,Yes,Ask agent
https://www.rightmove.co.uk/properties/166019009,166019009,"£2,750,000",2750000,GBP,Terraced,"Gibson Square, LONDON, N1",3.0,2.0,"1,970 sq ft 183 sq m",Freehold,"Hamptons, Islington 97-99
Upper Street
London
N1 0NP More properties from this agent","['Fabulous location', 'Tranquil garden', '3/4 bedrooms', 'Reception Room', 'Gorgeous orangery', 'Large kitchen/reception room']","Set on the highly sought-after Gibson Square, this elegant Grade II listed Georgian townhouse spans over 2,000 sq ft across four floors, offering refined period charm, a versatile layout, and a beautifully landscaped garden, all just moments from Upper Street, Angel and Highbury & Islington stations.
 A welcoming entrance hall with original features leads into the first of two reception rooms on the raised ground floor. The front room is flooded with natural light through tall sash windows and showcases ornate cornicing and a striking period fireplace, creating a wonderfully atmospheric space. To the rear is a second reception room, ideal as a study, snug or additional bedroom, with potential to open into a large double reception if desired.
 The lower ground floor is perfectly arranged for family living and entertaining, with a spacious kitchen/dining area, a further reception room, and a light-filled orangery overlooking the garden. This level also benefits from a guest cloakroom and a separate utility room.
 Occupying the entire first floor, the principal bedroom suite enjoys an open aspect over Gibson Square, with tall sash windows, a walk-through dressing area, and a generous en suite bathroom with views across the garden.
 The top floor comprises two further double bedrooms with built-in storage and a modern shower room, completing the accommodation.
 The rear garden is beautifully landscaped and wonderfully private - a tranquil haven in the heart of Islington. Situation Gibson Square is a Georgian garden square in the centre of Islington, peaceful yet convenient for the theatres, award winning restaurants and unique shops. It sits behind Islington Square with Third Space gym, Odeon Luxe Cinema and Maggie & Rose Nursery. Angel Underground Station is within 0.3 miles and Highbury & Islington a mere 0.4 miles, simply a truly enviable location.    Property Ref Number:    HAM-59657

Show less",H,Ask agent,Private garden,Ask agent
https://www.rightmove.co.uk/properties/162576269,162576269,"£2,750,000",2750000,GBP,Apartment,"Barnsbury Terrace, Barnsbury, London, N1",3.0,2.0,"2,049 sq ft 190 sq m",Freehold,"NEILSON & BAUER LTD, Islington 108-109 Upper Street,
London,
N1 1QN More properties from this agent","['Striking modern development in Barnsbury', 'Three double bedrooms, two bathrooms', '2,049 square feet of lateral living space', 'Secure underground parking with EV charger and also a designated parking space on Barnsbury Terrace', 'Beautiful verdant communal courtyard', '10 year Premier building guarantee until 06/06/2026', 'Magnificent kitchen with Miele appliances and Quooker tap', 'High ceilings throughout', 'Wonderful natural light', 'Direct lift access']","Offering tremendous lateral space with great ceiling height throughout, this contemporary three double bedroom, two bathroom apartment occupies a quiet position on Barnsbury Terrace, situated on the western side of Barnsbury Square. Set upon the raised ground floor with direct lift access, the apartment offers wonderful light, together with generous living space throughout, measuring 2,049 sq/ft. Finished to an impeccable standard, the apartment also benefits from having secure underground parking, as well as a residents parking space on Barnsbury Terrace. Nestled within the Barnsbury Conservation Area, the apartment was designed by Mark Dziewulski in collaboration with Robert Barnes Architects, built in 2016, which is a striking yet sensitive modern addition to the Conservation Area. The property comprises an inviting wide hallway with direct lift access. The hallway alone sets the tone for this fabulous home with grand proportions along with high ceilings throughout and oak flooring. Leading off the hallway via the double doors is the vast (37 sq/ft X 27 sq/ft) dual aspect open plan kitchen / living / dining room. There is also an adjacent study / bedroom three. This great entertaining space also offers views over the verdant central courtyard as well as onto Barnsbury Terrace, with glass louvres that frame views and create privacy.  Additionally, there is a large balcony off the reception room as well as another balcony off the study. The kitchen is finished to the highest standard with marble worktops along with marble splashbacks, Miele appliances, Quooker tap, ample storage and worksurface space. The kitchen has a large central island which doubles up as a breakfast bar and is flooded with natural light from the two large skylights.  The principal bedroom also has direct access to the large balcony which offers views over the central courtyard which is rich with mature plants. The principal bedroom, like the rest of the property offers grand proportions, wonderful light, glass louvres and wooden flooring. The principal bedroom offers great storage from the bespoke fitted wardrobes that run the length of the room, furthermore there is a luxurious en-suite bedroom with double sinks, double shower and large bath.  Set to the rear of the property is the well proportioned second bedroom that again offers good natural light. Nestled between the study and second bedroom is a beautiful main family bathroom that is tiled throughout.     The property enjoys a great location getting the best of the delights found in King's Cross and Islington. On your doorstep there is a vast selection of marvelous local gastro pubs such as The Hemingford Arms, The Albion, The Drapers Arms and The Pig and Butcher to name just a few. Upper Street, Cross Street, Granary Square and Coal Drops Yard are on hand which host an array of boutique shops, delicatessens, bars and restaurants. Angel tube station provides access to the Northern Line as well as King’s Cross / St Pancras, which provides access to the Circle Line, Hammersmith & City and Metropolitan Lines, Piccadilly Line and Victoria Line, as well as St Pancras International and National Rail are both on hand. The property is also within close proximity to Caledonian Road & Barnsbury Station, as well as Highbury and Islington providing access to London Overground and the Victoria Line. Brochures Particulars

Show less",G,Yes,Yes,Ask agent
https://www.rightmove.co.uk/properties/164510789,164510789,"£2,750,000",2750000,GBP,Terraced,"Oakley Road, London, N1",3.0,3.0,"2,360 sq ft 219 sq m",Freehold,"Hamptons, Islington 97-99
Upper Street
London
N1 0NP More properties from this agent","['Set over four floors', 'Three bedrooms', 'Two Bathrooms', 'Architect Designed', 'Double height ceiling', 'South facing garden.']","A Striking Four-Storey Home on Oakley Road, De Beauvoir
 Located on one of De Beauvoir’s most desirable streets, this beautifully arranged four-storey home offers just under 2,400 sq ft of thoughtfully designed living space, a perfect balance of period character, architectural drama, and modern functionality.
 Entered at raised ground level, you are welcomed by a beautifully proportioned double reception room with high ceilings, a feature fireplace, and elegant original dividing doors. The rear reception is particularly impressive, with a mezzanine overlooking the floor below, flooding the space with natural light and creating a wonderful sense of volume. From this level, stairs lead directly down to the south-facing garden.
 The garden level has been cleverly opened up to create a versatile and inviting space for everyday living and entertaining. A generous dining area offers a view through to the impressive double-height void, while the semi open-plan kitchen features a central island and flows into a relaxed living area with full-width glazed doors opening onto the garden. This floor also includes a guest cloakroom and a practical utility room.
 On the first floor, the principal bedroom enjoys grand proportions with high ceilings and a large sash window. It is served by a beautifully appointed adjoining bathroom, complete with freestanding bath, walk-in shower, and twin basins,perfect for shared use. The top floor houses two further double bedrooms along with a smart and well-fitted shower room.
 This is a truly exceptional home in a coveted De Beauvoir location, moments from the green spaces of De Beauvoir Square and within easy reach of Dalston, Angel, and the amenities of Upper Street. Situation De Beauvoir Town is nestled between the boroughs of Hackney and Islington, ideally situated for local amenities including the popular De Beauvoir Deli. The area has a cosmopolitan feel, promoting a community atmosphere. Transport links are plentiful including Essex Road (0.25 miles) and Haggerston (0.4 miles).    Property Ref Number:    HAM-59208

Show less",G,Ask agent,"Private garden , Patio",Ask agent
https://www.rightmove.co.uk/properties/161198219,161198219,"£2,750,000",2750000,GBP,Terraced,"Malvern Terrace, London, N1",3.0,2.0,"1,450 sq ft 135 sq m",Freehold,"Hamptons, Islington 97-99
Upper Street
London
N1 0NP More properties from this agent","['Fabulous location in the heart of Barnsbury', 'Three bedrooms', 'Double reception room', 'Modern kitchen']","Tucked away behind a beautifully landscaped 35ft front garden, this hidden gem on Malvern Terrace, N1, offers an exceptional blend of period elegance and modern design. Approached through a lush and private setting, the home opens into a grand double reception room where original sash windows, an ornate fireplace, and intricate cornicing evoke timeless charm. To the rear, a thoughtfully renovated kitchen is bathed in natural light thanks to floor-to-ceiling sliding doors and striking glass ceiling panels. These open seamlessly onto a secluded courtyard, perfect for quiet moments or entertaining.
 Upstairs, the first floor hosts two generous double bedrooms brimming with character, with stairs leading up to a contemporary shower room. On the lower ground level, a spacious bedroom with a cosy reading nook is accompanied by a well-proportioned bathroom, offering flexibility for guests or family living. Situation Malvern Terrace is a quiet, picturesque street set within the heart of Islington, moments from the vibrant amenities of Upper Street and within easy reach of excellent transport links including Angel and Highbury & Islington stations. A rare and tranquil retreat in one of London’s most sought-after neighbourhoods.    Property Ref Number:    HAM-57200

Show less",G,Ask agent,Private garden,Ask agent
